user_id,problem
30000,0.959128360054185
30001,0.2954547813070404
30002,0.4521220953376225
30003,0.8944107711616058
30004,0.9482402097439527
30005,0.8243744798075102
30006,0.05251488045688482
30007,0.047110256060024426
30008,0.8216612305789648
30009,0.24871694576988876
30010,0.05908195655177394
30011,0.15269395723231952
30012,0.9523356555577447
30013,0.0859419074944767
30014,0.07905167758046708
30015,0.30923175154882754
30016,0.3453284878597127
30017,0.3912633730790014
30018,0.2596167264498329
30019,0.29898855660037804
30020,0.9885424016610698
30021,0.28885797079606335
30022,0.13315348872929947
30023,0.07973953734250909
30024,0.45676931235386076
30025,0.3962623582071815
30026,0.30259865656333823
30027,0.1162168338521611
30028,0.17370813059790163
30029,0.10180840637366848
30030,0.1623950951206157
30031,0.9170291723405432
30032,0.14632656504300573
30033,0.2612331648962536
30034,0.30030768788066425
30035,0.16015325713242815
30036,0.09528656977586986
30037,0.42120497555284014
30038,0.2614811639835247
30039,0.08855041586253488
30040,0.3545708701395783
30041,0.05221612244009789
30042,0.053632959683119374
30043,0.0645523224165145
30044,0.21323309840829813
30045,0.2660086025451481
30046,0.21001010560001404
30047,0.04758514324436078
30048,0.4358933544707861
30049,0.1715775885617639
30050,0.14967793376429897
30051,0.20653647206894293
30052,0.5435929830591865
30053,0.05992685309542336
30054,0.05568199527718117
30055,0.25309968887387624
30056,0.2382363471191579
30057,0.3090071819875153
30058,0.45352421306770085
30059,0.12904056206051076
30060,0.4797466629152243
30061,0.9717830502501652
30062,0.7206338388880782
30063,0.033308378582040415
30064,0.3076008551647335
30065,0.03283199264042332
30066,0.2529702285839718
30067,0.14861497472074706
30068,0.944313525451081
30069,0.3444801277187634
30070,0.1876219806739925
30071,0.7824048518556665
30072,0.2686484404449988
30073,0.6234712135854594
30074,0.04998128237430313
30075,0.13191842993618252
30076,0.31664957502262153
30077,0.15819876728292456
30078,0.8944437278481425
30079,0.05168179160412757
30080,0.48398027153146445
30081,0.01764344368331743
30082,0.22647233820335572
30083,0.29068350929872017
30084,0.4916565270865366
30085,0.08751136865637395
30086,0.1910808435669975
30087,0.07645476533444004
30088,0.11704174317914083
30089,0.10953686556111136
30090,0.4873910262604923
30091,0.0809966164254807
30092,0.016325083065268135
30093,0.09538934414872999
30094,0.3528466135626907
30095,0.08109003218610716
30096,0.06753592144421501
30097,0.10075899946682518
30098,0.9899101053895796
30099,0.1623461978736
30100,0.8040562417178871
30101,0.22337639224656125
30102,0.17440628880914086
30103,0.10369857995812601
30104,0.17475958350857068
30105,0.8150028596580431
30106,0.3060558686755772
30107,0.05015373491326555
30108,0.1251115096265561
30109,0.07893249578850048
30110,0.2492858653410313
30111,0.2714217714654868
30112,0.06834488112629938
30113,0.9743276868134602
30114,0.18266640681372745
30115,0.06985916817677348
30116,0.18266873050179638
30117,0.12741378700794898
30118,0.1524643072654155
30119,0.12689877556550647
30120,0.050488752519268223
30121,0.17124608306693884
30122,0.6944857729308944
30123,0.1278028471324647
30124,0.14451817158079688
30125,0.5447219009341125
30126,0.2676990880695134
30127,0.12379058814553198
30128,0.48931034203195656
30129,0.2103707816871453
30130,0.8137825553183685
30131,0.054787390200544045
30132,0.38221631561609654
30133,0.9097171256137144
30134,0.19671159395373353
30135,0.9568329191655024
30136,0.12426554035772938
30137,0.15344994287360988
30138,0.9879067925043159
30139,0.09477174661944257
30140,0.4468995998787748
30141,0.3680954809061275
30142,0.8361043947821811
30143,0.5144096556887596
30144,0.10552193989589267
30145,0.030623800987574265
30146,0.49769723230802
30147,0.24783277791049863
30148,0.6914261840407903
30149,0.8322993318900577
30150,0.07767436271773422
30151,0.2954004691607432
30152,0.03695557813430728
30153,0.21115667003862604
30154,0.07917589919305887
30155,0.265340119798432
30156,0.0531544054671418
30157,0.07689511169549933
30158,0.48427766472449074
30159,0.0832204662361809
30160,0.0731055274281335
30161,0.08789368633492362
30162,0.12755858992218702
30163,0.3946443913024271
30164,0.8133881361348266
30165,0.34990815231694794
30166,0.22006122197706035
30167,0.7203873911992142
30168,0.5775832423310736
30169,0.2264599068975009
30170,0.20977751268739747
30171,0.3460991289867595
30172,0.03146997860978183
30173,0.5197063489914935
30174,0.2940762683494669
30175,0.8934828966479933
30176,0.07636891781626597
30177,0.16273432595989018
30178,0.34509013458810844
30179,0.10846523068646895
30180,0.19034114670328717
30181,0.6732766564580678
30182,0.8383861152848866
30183,0.44721348775261993
30184,0.26532694878226604
30185,0.11999429862571372
30186,0.2196261642891881
30187,0.0969004624884012
30188,0.06461041309857925
30189,0.1674508649256215
30190,0.9211085014185596
30191,0.2302295960305465
30192,0.9494721767511465
30193,0.10200149168676398
30194,0.900512661432879
30195,0.053249806263229414
30196,0.1500374649210913
30197,0.8049768644783909
30198,0.24601971205670115
30199,0.3935787280404581
30200,0.09335352699837673
30201,0.02174089483134475
30202,0.06421849738790818
30203,0.09076838579663128
30204,0.18250182435719078
30205,0.9535432509812333
30206,0.08788796059687672
30207,0.1426233613933634
30208,0.08652321986206514
30209,0.517011364642572
30210,0.3213220056609495
30211,0.9392778484074799
30212,0.5837577401539116
30213,0.06039919946560711
30214,0.16643945506439142
30215,0.1272113520290019
30216,0.9474177454524629
30217,0.20461029677491005
30218,0.9656039293157153
30219,0.06306986517378639
30220,0.3078088966931708
30221,0.3292083988409902
30222,0.1900522922320039
30223,0.0958575803900742
30224,0.18871903249892616
30225,0.29249876236488304
30226,0.07158743779089585
30227,0.32977934009400933
30228,0.09977553835788512
30229,0.09810387007067306
30230,0.34005912778617947
30231,0.10008699620825455
30232,0.37784013353910234
30233,0.6197084001548971
30234,0.12932398842466344
30235,0.07345344300422005
30236,0.4564922907178676
30237,0.15278174173159284
30238,0.2792900296662546
30239,0.04618987886779541
30240,0.36856739535188543
30241,0.18195863995342493
30242,0.18371500923549833
30243,0.41553801435098997
30244,0.970772393492984
30245,0.0993876564521092
30246,0.11940481932144786
30247,0.11749623157798933
30248,0.6347855889806198
30249,0.22960401167975747
30250,0.13942169527074488
30251,0.12364445007897892
30252,0.4828624802786303
30253,0.9776273297281337
30254,0.8663186170792552
30255,0.09553469074182995
30256,0.9114760517706162
30257,0.18193723116993318
30258,0.13766876055130026
30259,0.19799978224914555
30260,0.02503020594077078
30261,0.33152075994589325
30262,0.2844881727109645
30263,0.05102816077625186
30264,0.48427221046656616
30265,0.012954193573642279
30266,0.07045528821975554
30267,0.11370439967899677
30268,0.6553304014553253
30269,0.47572040911207764
30270,0.08416536615749454
30271,0.04626161089719749
30272,0.22271468428072175
30273,0.05029875217952057
30274,0.2921710655121946
30275,0.027466792024691943
30276,0.059714376243572655
30277,0.6135592915347993
30278,0.07425662107421468
30279,0.2699881087767089
30280,0.12424127160725862
30281,0.09448133750600751
30282,0.35672629819479007
30283,0.05226473020228711
30284,0.9450491485985233
30285,0.010959546036885785
30286,0.2720608812810681
30287,0.4535271466998663
30288,0.5012354805340908
30289,0.15045281685343814
30290,0.05225734785153634
30291,0.01960096083300394
30292,0.06137216046444198
30293,0.07058561306133276
30294,0.1388263898387571
30295,0.5444721430977835
30296,0.95475611522329
30297,0.22461510100527993
30298,0.3986144272656581
30299,0.819991074972287
30300,0.9482904665817661
30301,0.1540950227570598
30302,0.903302061446968
30303,0.9850514171051976
30304,0.5181767496895913
30305,0.41515031972071537
30306,0.027027979123174367
30307,0.047522874194468726
30308,0.2131757601280068
30309,0.9365033185231031
30310,0.16639310656873596
30311,0.2545219607561197
30312,0.742589407591733
30313,0.9762398916004753
30314,0.2566544904433863
30315,0.23534680369599875
30316,0.15692059393732682
30317,0.13575570570468923
30318,0.9244011791854391
30319,0.3620557224915626
30320,0.08747485971731464
30321,0.0796486657579079
30322,0.46233750829194087
30323,0.308398512250985
30324,0.092924752069446
30325,0.9439721787687532
30326,0.16488260135475097
30327,0.13155619324743917
30328,0.3288121998946447
30329,0.05258608221546866
30330,0.2392433711065516
30331,0.2270092736850925
30332,0.9668249814591198
30333,0.1511936952620063
30334,0.22838347460535052
30335,0.1580268985084717
30336,0.1472896864313904
30337,0.258682836978258
30338,0.7713250569633966
30339,0.8336920620268297
30340,0.08171787637176545
30341,0.06513138448007663
30342,0.08863688779541826
